l1i_size,l1d_size,l1_assoc,l2_size,l2_assoc,line_size,$_cost,misc_cost,total_cost,cpi,CPIvsCOST_weighted
32.0,32.0,8.0,512.0,2.0,128.0,1056.5,6.144,1062.644,1.0001082079997836,212.10008656639985
1.0,8.0,1.0,1024.0,1.0,64.0,1100.25,0.0,1100.25,1.0904906638190186,220.92239253105524
8.0,1.0,4.0,16.0,4.0,64.0,105.0,1.2800000000000002,106.28,1.1410979437178042,21.912878354974243
2.0,2.0,2.0,512.0,2.0,128.0,552.5,4.6080000000000005,557.108,1.0792881838414237,111.36343054707314
16.0,16.0,8.0,128.0,8.0,128.0,418.0,1.28,419.28,1.0097363439805274,84.40778907518443
1.0,8.0,1.0,1024.0,4.0,32.0,1101.0,16.384,1117.384,1.093188983813622,221.0745511870509
8.0,1.0,1.0,128.0,4.0,32.0,205.0,2.048,207.048,1.1779656476440687,41.942372518115256
16.0,16.0,2.0,256.0,1.0,16.0,520.25,32.768,553.018,1.007967064,104.85637365120002
8.0,128.0,1.0,1024.0,4.0,32.0,2117.0,16.384,2133.384,1.0028684159942631,424.20229473279545
8.0,8.0,4.0,1024.0,4.0,32.0,1169.0,20.48,1189.48,1.0647491598705017,234.6517993278964
2.0,32.0,8.0,512.0,2.0,128.0,816.5,5.184,821.684,1.0008898319982202,164.10071186559858
1.0,128.0,4.0,1024.0,4.0,32.0,2073.0,49.408,2122.408,1.005353959989292,415.4042831679915
128.0,1.0,4.0,1024.0,4.0,32.0,2073.0,49.408,2122.408,1.0687523278624953,415.45500186229003
4.0,2.0,8.0,8.0,2.0,16.0,88.5,2.048,90.548,2.6436476607127046,19.814918128570163
4.0,2.0,8.0,512.0,2.0,128.0,592.5,4.288,596.788,1.0464099439071801,119.33712795512574
8.0,8.0,4.0,16.0,1.0,32.0,160.25,4.096,164.346,1.10718995978562,32.9357519678285
16.0,16.0,2.0,128.0,8.0,16.0,394.0,34.816,428.81600000000003,1.007965944,79.60637275520001
4.0,2.0,2.0,8.0,2.0,16.0,64.5,6.656000000000001,71.156,2.648158044703684,15.018526435762947
16.0,16.0,2.0,64.0,1.0,16.0,328.25,32.768,361.01800000000003,1.009018264,66.4572146112
2.0,32.0,8.0,512.0,8.0,16.0,818.0,16.896,834.896,1.0048387359903226,164.40387098879228
1.0,1.0,1.0,4.0,4.0,64.0,25.0,0.032,25.032,2.354292437291415,6.883433949833132
16.0,16.0,2.0,512.0,4.0,16.0,777.0,49.152,826.152,1.007965944,156.2063727552
128.0,8.0,1.0,1024.0,1.0,32.0,2116.25,0.0,2116.25,1.088756983822486,424.121005587058
64.0,64.0,2.0,512.0,2.0,128.0,1544.5,20.48,1564.98,1.0001082399997836,309.7000865919999
16.0,16.0,1.0,512.0,4.0,16.0,773.0,16.384,789.384,1.009943016,155.40795441280002
16.0,16.0,4.0,128.0,8.0,16.0,402.0,18.432000000000002,420.432,1.009108824,81.2072870592
16.0,16.0,4.0,128.0,4.0,16.0,401.0,20.48,421.48,1.009108824,81.0072870592
128.0,128.0,1.0,1024.0,4.0,32.0,3077.0,16.384,3093.384,1.0003231519993536,616.2002585215996
16.0,16.0,4.0,128.0,1.0,16.0,400.25,16.384,416.634,1.009108984,80.85728718720001
1.0,128.0,1.0,1024.0,1.0,32.0,2060.25,0.0,2060.25,1.0047551519904896,412.8538041215924
8.0,1.0,1.0,128.0,1.0,32.0,204.25,0.0,204.25,1.1781000476438,41.792480038115045
16.0,16.0,1.0,128.0,4.0,16.0,389.0,4.096,393.096,1.009943016,78.60795441280001
